日期,1129B价格（元/吨）,1129B涨跌,2129B价格（元/吨）,2129B涨跌,3128B价格（元/吨）,3128B涨跌,4128B价格（元/吨）,4128B涨跌,1228B价格（元/吨）,1228B涨跌,2227B价格（元/吨）,2227B涨跌
2025-07-29,16112,-25,15873,-39,15580,-29,15340,-29,15422,-38,13670,-29

2025-07-30,16005,-107,15769,-104,15470,-110,15237,-103,15324,-98,13565,-105

2025-07-31,15843,-162,15612,-157,15325,-145,15101,-136,15186,-138,13426,-139

2025-08-01,15768,-75,15547,-65,15260,-65,15040,-61,15141,-45,13378,-48

2025-08-04,15641,-127,15435,-112,15153,-107,14905,-135,15033,-108,13287,-91

2025-08-05,15653,12,15457,22,15169,16,14927,22,15044,11,13302,15

2025-08-06,15661,8,15465,8,15178,9,14935,8,15049,5,13317,15

2025-08-07,15670,9,15475,10,15191,13,14949,14,15054,5,13325,8

2025-08-08,15655,-15,15458,-17,15178,-13,14934,-15,15023,-31,13309,-16

2025-08-11,15640,-15,15434,-24,15161,-17,14914,-20,14996,-27,13288,-21

2025-08-12,15671,31,15451,17,15177,16,14932,18,15023,27,13303,15

2025-08-13,15688,17,15464,13,15188,11,14945,13,15040,17,13316,13

2025-08-14,15706,18,15487,23,15214,26,14969,24,15053,13,13336,20

2025-08-15,15707,1,15486,-1,15216,2,14963,-6,15050,-3,13335,-1

2025-08-18,15727,20,15512,26,15234,18,14979,16,15073,23,13347,12

2025-08-19,15743,16,15529,17,15243,9,14989,10,15079,6,13358,11

2025-08-20,15735,-8,15527,-2,15240,-3,14989,0,15077,-2,13357,-1

2025-08-21,15685,-50,15501,-26,15210,-30,14958,-31,15037,-40,13319,-38

2025-08-22,15721,36,15528,27,15243,33,14977,19,15067,30,13341,22

2025-08-25,15717,-4,15519,-9,15235,-8,14969,-8,15059,-8,13336,-5

2025-08-26,15815,98,15610,91,15334,99,15074,105,15161,102,13416,80

2025-08-27,15817,2,15616,6,15342,8,15079,5,15161,0,13416,0

2025-08-28,15820,3,15613,-3,15336,-6,15079,0,15161,0,13414,-2

2025-08-29,15817,-3,15603,-10,15328,-8,15082,3,15164,3,13412,-2

2025-09-01,15963,146,15749,146,15479,151,15204,122,15302,138,13556,144

2025-09-02,15892,-71,15665,-84,15412,-67,15161,-43,15254,-48,13496,-60

2025-09-03,15928,36,15719,54,15465,53,15211,50,15297,43,13553,57

2025-09-04,15899,-29,15703,-16,15451,-14,15200,-11,15284,-13,13541,-12

2025-09-05,15895,-4,15694,-9,15446,-5,15200,0,15283,-1,13538,-3

2025-09-08,15868,-27,15673,-21,15422,-24,15181,-19,15257,-26,13516,-22

2025-09-09,15786,-82,15599,-74,15335,-87,15118,-63,15202,-55,13457,-59

2025-09-10,15726,-60,15554,-45,15286,-49,15085,-33,15168,-34,13398,-59

2025-09-11,15704,-22,15526,-28,15249,-37,15058,-27,15139,-29,13370,-28

2025-09-12,15705,1,15526,0,15248,-1,15057,-1,15139,0,13379,9

2025-09-15,15710,5,15527,1,15249,1,15061,4,15141,2,13384,5

2025-09-16,15758,48,15574,47,15300,51,15100,39,15182,41,13415,31

2025-09-17,15768,10,15582,8,15310,10,15109,9,15184,2,13422,7

2025-09-18,15776,8,15588,6,15319,9,15113,4,15195,11,13428,6

2025-09-19,15719,-57,15547,-41,15283,-36,15078,-35,15156,-39,13393,-35

2025-09-22,15655,-64,15497,-50,15224,-59,15023,-55,15112,-44,13347,-46

2025-09-23,15573,-82,15398,-99,15133,-91,14918,-105,15020,-92,13266,-81

2025-09-24,15491,-82,15306,-92,15062,-71,14829,-89,14929,-91,13214,-52

2025-09-25,15503,12,15324,18,15083,21,14832,3,14939,10,13232,18

2025-09-26,15454,-49,15287,-37,15043,-40,14770,-62,14884,-55,13210,-22

2025-09-28,15393,-61,15244,-43,15001,-42,14706,-64,14820,-64,13163,-47

2025-09-29,15354,-39,15205,-39,14953,-48,14661,-45,14781,-39,13110,-53

2025-09-30,15268,-86,15117,-88,14862,-91,14592,-69,14690,-91,13021,-89

2025-10-01,15181,-87,15002,-115,14757,-105,14477,-115,14572,-118,12923,-98

2025-10-02,15180,-1,15005,3,14752,-5,14474,-3,14567,-5,12918,-5

2025-10-03,15191,11,15006,1,14753,1,14478,4,14570,3,12918,0

2025-10-06,15191,0,15011,5,14753,0,14480,2,14571,1,12911,-7

2025-10-07,15195,4,15018,7,14757,4,14486,6,14583,12,12917,6

2025-10-08,15214,19,15031,13,14759,2,14488,2,14588,5,12913,-4

2025-10-09,15186,-28,14991,-40,14739,-20,14467,-21,14562,-26,12895,-18

2025-10-10,15219,33,15023,32,14757,18,14483,16,14588,26,12924,29

2025-10-11,15239,20,15039,16,14775,18,14487,4,14599,11,12932,8

2025-10-13,15239,20,15039,16,14775,18,14487,4,14599,11,12932,8

2025-10-14,15191,-51,15027,-25,14755,-34,14475,-26,14580,-26,12910,-36

2025-10-15,15117,-74,14960,-67,14674,-81,14408,-67,14492,-88,12844,-66

2025-10-16,15103,-14,14949,-11,14664,-10,14411,3,14505,13,12840,-4

2025-10-17,15115,12,14964,15,14679,15,14423,12,14511,6,12844,4

2025-10-20,15125,10,14962,-2,14679,0,14419,-4,14511,0,12842,-2

2025-10-21,15199,74,15003,41,14728,49,14466,47,14571,60,12889,47

2025-10-22,15252,53,15041,38,14772,44,14517,51,14600,29,12943,54

2025-10-23,15287,35,15072,31,14784,12,14529,12,14616,16,12977,34

2025-10-24,15302,15,15078,6,14803,19,14537,8,14623,7,12983,6

2025-10-27,15322,20,15105,27,14833,30,14563,26,14652,29,13013,30

2025-10-28,15326,4,15106,1,14830,-3,14570,7,14658,6,13016,3

2025-10-29,15329,3,15111,5,14840,10,14583,13,14665,7,13029,13

2025-10-30,15332,3,15119,8,14843,3,14588,5,14669,4,13029,0

2025-10-31,15348,16,15130,11,14860,17,14601,13,14680,11,13037,8

2025-11-03,15343,-5,15137,7,14859,-1,14602,1,14683,3,13044,7

2025-11-04,15324,-19,15121,-16,14841,-18,14582,-20,14672,-11,13020,-24

2025-11-05,15297,-27,15101,-20,14825,-16,14559,-23,14650,-22,13003,-17

2025-11-06,15291,-6,15092,-9,14820,-5,14554,-5,14645,-5,12994,-9

2025-11-07,15320,29,15121,29,14859,39,14586,32,14682,37,13028,34

2025-11-10,15309,-11,15106,-15,14844,-15,14579,-7,14667,-15,13016,-12

2025-11-11,15301,-8,15102,-4,14842,-2,14575,-4,14659,-8,13010,-6

2025-11-12,15308,7,15113,11,14851,9,14582,7,14666,7,13016,6

2025-11-13,15277,-31,15083,-30,14819,-32,14547,-35,14632,-34,12989,-27

2025-11-14,15271,-6,15066,-17,14806,-13,14528,-19,14617,-15,12973,-16

2025-11-17,15259,-12,15060,-6,14801,-5,14515,-13,14600,-17,12969,-4

2025-11-18,15250,-9,15048,-12,14789,-12,14507,-8,14589,-11,12964,-5

2025-11-19,15236,-14,15042,-6,14779,-10,14502,-5,14588,-1,12955,-9

2025-11-20,15246,10,15052,10,14791,12,14518,16,14602,14,12965,10

2025-11-21,15250,4,15060,8,14796,5,14525,7,14612,10,12969,4

2025-11-24,15238,-12,15049,-11,14793,-3,14522,-3,14608,-4,12964,-5

2025-11-25,15279,41,15101,52,14832,39,14546,24,14648,40,12987,23

2025-11-26,15327,48,15125,24,14882,50,14575,29,14682,34,13015,28

2025-11-27,15334,7,15135,10,14891,9,14582,7,14685,3,13018,3

2025-11-28,15338,4,15142,7,14896,5,14595,13,14690,5,13017,-1

2025-12-01,15380,42,15186,44,14936,40,14635,40,14726,36,13060,43

2025-12-02,15421,41,15230,44,14980,44,14685,50,14788,62,13116,56

2025-12-03,15451,30,15257,27,15005,25,14714,29,14809,21,13142,26

2025-12-04,15441,-10,15254,-3,14998,-7,14712,-2,14800,-9,13139,-3

2025-12-05,15488,47,15290,36,15022,24,14731,19,14835,35,13165,26

2025-12-08,15482,-6,15273,-17,15009,-13,14726,-5,14828,-7,13150,-15

2025-12-09,15466,-16,15265,-8,14999,-10,14717,-9,14823,-5,13141,-9

2025-12-10,15468,2,15264,-1,15004,5,14720,3,14823,0,13143,2

2025-12-11,15472,4,15270,6,15013,9,14726,6,14828,5,13153,10

2025-12-12,15499,27,15305,35,15062,49,14763,37,14870,42,13205,52

2025-12-15,15497,-2,15305,0,15060,-2,14763,0,14872,2,13204,-1

2025-12-16,15569,72,15372,67,15130,70,14832,69,14923,51,13291,87

2025-12-17,15576,7,15389,17,15144,14,14841,9,14929,6,13304,13

2025-12-18,15575,-1,15384,-5,15139,-5,14839,-2,14922,-7,13301,-3

2025-12-19,15578,3,15389,5,15145,6,14842,3,14926,4,13308,7

2025-12-22,15585,7,15398,9,15154,9,14855,13,14945,19,13348,40

2025-12-23,15641,56,15448,50,15213,59,14932,77,15004,59,13396,48

2025-12-24,15684,43,15497,49,15271,58,14991,59,15071,67,13494,98

2025-12-25,15693,9,15505,8,15279,8,15002,11,15076,5,13505,11

2025-12-26,15740,47,15559,54,15317,38,15050,48,15126,50,13583,78

2025-12-29,16007,267,15795,236,15541,224,15234,184,15328,202,13892,309

2025-12-30,16007,0,15794,-1,15543,2,15234,0,15327,-1,13889,-3

2025-12-31,16016,9,15824,30,15556,13,15252,18,15342,15,13925,36

2026-01-04,16027,11,15860,36,15585,29,15282,30,15371,29,13958,33

2026-01-05,16054,27,15886,26,15615,30,15313,31,15398,27,13988,30

2026-01-06,16136,82,15984,98,15711,96,15409,96,15492,94,14091,103

2026-01-07,16242,106,16064,80,15784,73,15498,89,15589,97,14170,79

2026-01-08,16448,206,16290,226,15992,208,15666,168,15772,183,14306,136

2026-01-09,16401,-47,16253,-37,15930,-62,15622,-44,15720,-52,14270,-36

2026-01-12,16339,-62,16188,-65,15857,-73,15569,-53,15659,-61,14218,-52

2026-01-13,16274,-65,16120,-68,15783,-74,15507,-62,15587,-72,14122,-96

2026-01-14,16481,207,16269,149,15970,187,15696,189,15789,202,14297,175

2026-01-15,16485,4,16273,4,15972,2,15691,-5,15781,-8,14295,-2

2026-01-16,16452,-33,16248,-25,15931,-41,15671,-20,15749,-32,14269,-26

2026-01-19,16413,-39,16228,-20,15880,-51,15626,-45,15712,-37,14245,-24

2026-01-20,16376,-37,16209,-19,15856,-24,15601,-25,15685,-27,14227,-18

2026-01-21,16362,-14,16196,-13,15819,-37,15582,-19,15670,-15,14217,-10

2026-01-22,16378,16,16217,21,15839,20,15597,15,15686,16,14232,15

2026-01-23,16423,45,16254,37,15870,31,15632,35,15719,33,14271,39

2026-01-26,16527,104,16357,103,15995,125,15724,92,15821,102,14385,114

2026-01-27,16489,-38,16318,-39,15953,-42,15686,-38,15777,-44,14353,-32

2026-01-28,16476,-13,16305,-13,15933,-20,15671,-15,15763,-14,14339,-14

2026-01-29,16657,181,16485,180,16103,170,15838,167,15926,163,14532,193

2026-01-30,16737,80,16561,76,16183,80,15910,72,15997,71,14633,101

2026-02-02,16636,-101,16447,-114,16070,-113,15795,-115,15895,-102,14533,-100

2026-02-03,16562,-74,16354,-93,15987,-83,15694,-101,15808,-87,14453,-80

2026-02-04,16570,8,16366,12,16002,15,15703,9,15823,15,14464,11

2026-02-05,16590,20,16376,10,16012,10,15722,19,15836,13,14485,21

2026-02-06,16593,3,16390,14,16025,13,15735,13,15844,8,14503,18

2026-02-09,16548,-45,16322,-68,15967,-58,15661,-74,15772,-72,14444,-59

2026-02-10,16567,19,16338,16,15988,21,15688,27,15805,33,14471,27

2026-02-11,16615,48,16362,24,16029,41,15729,41,15837,32,14506,35

2026-02-12,16646,31,16401,39,16069,40,15767,38,15867,30,14546,40

2026-02-13,16689,43,16448,47,16119,50,15808,41,15923,56,14596,50

2026-02-14,16641,-48,16409,-39,16088,-31,15771,-37,15887,-36,14566,-30

2026-02-24,16617,-24,16390,-19,16070,-18,15758,-13,15877,-10,14551,-15

2026-02-25,16839,222,16687,297,16329,259,16004,246,16114,237,14870,319

2026-02-26,17245,406,17068,381,16681,352,16441,437,16512,398,15248,378

2026-02-27,17288,43,17107,39,16713,32,16471,30,16549,37,15276,28

2026-03-02,17214,1,17034,3,16633,2,16415,-1,16500,1,15192,-1

2026-03-03,17164,-50,16983,-51,16591,-42,16385,-30,16459,-41,15156,-36

2026-03-04,17151,-13,16971,-12,16571,-20,16373,-12,16444,-15,15145,-11

2026-03-05,17165,14,16977,6,16583,12,16384,11,16448,4,15148,3

2026-03-06,17255,90,17059,82,16678,95,16454,70,16540,92,15219,71

2026-03-09,17224,-31,17023,-36,16632,-46,16423,-31,16510,-30,15188,-31

2026-03-10,17305,81,17122,99,16733,101,16502,79,16603,93,15269,81

2026-03-11,17246,-59,17051,-71,16668,-65,16451,-51,16552,-51,15199,-70

2026-03-12,17424,178,17220,169,16848,180,16609,158,16715,163,15379,180

2026-03-13,17452,28,17241,21,16877,29,16639,30,16743,28,15411,32

2026-03-16,17458,6,17243,2,16884,7,16644,5,16748,5,15415,4

2026-03-17,17392,-66,17173,-70,16821,-63,16585,-59,16690,-58,15345,-70

2026-03-18,17458,66,17235,62,16897,76,16658,73,16752,62,15423,78

2026-03-19,17284,-174,17073,-162,16722,-175,16503,-155,16604,-148,15242,-181

2026-03-20,17221,-63,17002,-71,16649,-73,16439,-64,16522,-82,15160,-82

2026-03-23,17180,-41,16955,-47,16592,-57,16391,-48,16480,-42,15113,-47

2026-03-24,17301,121,17080,125,16732,140,16519,128,16603,123,15241,128

2026-03-25,17279,-22,17055,-25,16711,-21,16505,-14,16590,-13,15215,-26

2026-03-26,17306,27,17085,30,16745,34,16535,30,16616,26,15240,25

2026-03-27,17359,53,17138,53,16814,69,16601,66,16675,59,15301,61

2026-03-30,17367,8,17149,11,16823,9,16609,8,16684,9,15312,11

2026-03-31,17389,22,17174,25,16850,27,16627,18,16702,18,15338,26

2026-04-01,17349,-40,17111,-63,16797,-53,16566,-61,16653,-49,15286,-52

2026-04-02,17365,16,17127,16,16818,21,16588,22,16677,24,15304,18

2026-04-03,17318,-47,17065,-62,16754,-64,16524,-64,16607,-70,15235,-69

2026-04-07,17291,-27,17036,-29,16736,-18,16504,-20,16582,-25,15216,-19

2026-04-08,17321,30,17061,25,16763,27,16524,20,16599,17,15237,21

2026-04-09,17256,-65,17014,-47,16712,-51,16475,-49,16548,-51,15191,-46

2026-04-10,17266,10,17025,11,16727,15,16487,12,16558,10,15201,10

2026-04-13,17477,211,17245,220,16977,250,16708,221,16792,234,15393,192

2026-04-14,17436,-41,17206,-39,16935,-42,16666,-42,16755,-37,15354,-39

2026-04-15,17424,-12,17192,-14,16919,-16,16657,-9,16742,-13,15342,-12

2026-04-16,17451,27,17234,42,16957,38,16704,47,16790,48,15386,44

2026-04-17,17662,211,17453,219,17184,227,16914,210,17010,220,15594,208

2026-04-20,17792,130,17579,126,17307,123,17043,129,17139,129,15716,122

2026-04-21,17827,35,17613,34,17345,38,17084,41,17173,34,15759,43

2026-04-22,17877,50,17667,54,17410,65,17142,58,17226,53,15810,51

2026-04-23,18100,223,17877,210,17647,237,17358,216,17440,214,16015,205

2026-04-24,18166,66,17930,53,17700,53,17408,50,17491,51,16064,49

2026-04-27,18124,-42,17884,-46,17646,-54,17376,-32,17447,-44,16020,-44

2026-04-28,18234,110,18003,119,17754,108,17491,115,17563,116,16127,107

2026-04-29,18281,47,18053,50,17806,52,17539,48,17611,48,16185,58

2026-04-30,18280,-1,18051,-2,17802,-4,17535,-4,17609,-2,16184,-1

2026-05-06,18410,130,18193,142,17936,134,17651,116,17737,128,16319,135

2026-05-07,18672,262,18470,277,18211,275,17903,252,17978,241,16557,238

2026-05-08,18614,-58,18428,-42,18168,-43,17861,-42,17926,-52,16505,-52

2026-05-09,18373,-241,18218,-210,17943,-225,17646,-215,17722,-204,16302,-203

2026-05-12,18339,-43,18170,-44,17898,-47,17596,-47,17676,-46,16245,-56

2026-05-13,18368,29,18198,28,17931,33,17633,37,17715,39,16281,36

2026-05-14,18403,35,18224,26,17967,36,17661,28,17744,29,16320,39

2026-05-15,18404,1,18222,-2,17960,-7,17655,-6,17740,-4,16321,1

2026-05-18,18133,-271,17998,-224,17703,-257,17414,-241,17491,-249,16127,-194

2026-05-19,18039,-94,17899,-99,17602,-101,17312,-102,17406,-85,16031,-96

2026-05-20,18117,78,17965,66,17674,72,17373,61,17467,61,16102,71

2026-05-21,18067,-50,17897,-68,17611,-63,17316,-57,17410,-57,16036,-66

2026-05-22,18058,-9,17886,-11,17603,-8,17309,-7,17400,-10,16030,-6

2026-05-25,17950,-108,17775,-111,17478,-125,17197,-112,17292,-108,15920,-110

2026-05-26,17962,12,17781,6,17486,8,17205,8,17298,6,15927,7

2026-05-27,18075,113,17891,110,17597,111,17311,106,17405,107,16032,105

2026-05-28,18113,38,17934,43,17637,40,17348,37,17462,57,16074,42

2026-06-01,18130,17,17949,17,17650,15,17365,17,17476,13,16097,20

2026-06-02,18239,109,18055,106,17748,98,17460,95,17581,105,16191,94

2026-06-03,18321,82,18134,79,17824,76,17532,72,17649,68,16270,79

2026-06-04,18395,74,18212,78,17899,75,17600,68,17720,71,16329,59

2026-06-05,18285,-110,18104,-108,17777,-122,17472,-128,17611,-109,16226,-103

2026-06-08,18079,-206,17867,-237,17569,-208,17265,-207,17401,-210,16035,-191

2026-06-09,17914,-165,17718,-149,17433,-136,17145,-120,17275,-126,15905,-130

2026-06-10,17865,-49,17657,-61,17373,-60,17096,-49,17194,-81,15840,-65

2026-06-11,17813,-52,17614,-43,17330,-43,17062,-34,17167,-27,15798,-42

2026-06-12,17825,12,17622,8,17336,6,17069,7,17172,5,15801,3

2026-06-15,17898,73,17667,45,17381,45,17108,39,17223,51,15854,53

2026-06-16,17911,13,17676,9,17384,3,17113,5,17232,9,15860,6

2026-06-17,17926,15,17693,17,17405,21,17145,32,17242,10,15869,9

2026-06-18,18159,233,17890,197,17607,202,17325,180,17434,192,16048,179

2026-06-22,18183,24,17910,20,17632,25,17349,24,17454,20,16071,23

2026-06-23,18179,-4,17908,-2,17631,-1,17346,-3,17453,-1,16067,-4

2026-06-24,18165,-14,17890,-18,17615,-16,17336,-10,17446,-7,16056,-11

2026-06-25,18113,-52,17842,-48,17560,-55,17292,-44,17403,-43,15998,-58

2026-06-26,17939,-174,17687,-155,17404,-156,17150,-142,17237,-166,15862,-136

2026-06-29,17910,-29,17662,-25,17372,-32,17127,-23,17211,-26,15847,-15

2026-06-30,18080,170,17839,177,17554,182,17299,172,17391,180,16039,192

2026-07-01,18210,130,17993,154,17722,168,17448,149,17545,154,16180,141

2026-07-02,18249,39,18052,59,17777,55,17493,45,17603,58,16214,34

2026-07-03,18259,10,18062,10,17786,9,17504,11,17618,15,16225,11

2026-07-06,18334,75,18141,79,17861,75,17589,85,17688,70,16299,74

2026-07-07,18373,39,18191,50,17897,36,17627,38,17730,42,16347,48

2026-07-08,18390,17,18202,11,17910,13,17641,14,17739,9,16361,14

2026-07-09,18346,-44,18175,-27,17875,-35,17620,-21,17711,-28,16341,-20

2026-07-10,18193,-153,18017,-158,17699,-176,17464,-156,17556,-155,16155,-186

2026-07-13,18192,-1,18014,-3,17703,4,17463,-1,17560,4,16158,3

2026-07-14,18218,26,18049,35,17739,36,17501,38,17594,34,16189,31

2026-07-15,18208,-10,18040,-9,17728,-11,17493,-8,17587,-7,16180,-9

2026-07-16,18213,5,18046,6,17737,9,17502,9,17594,7,16188,8

2026-07-20,18025,-188,17859,-180,17532,-201,17314,-192,17403,-189,15995,-191

2026-07-21,18117,92,17947,88,17634,102,17404,90,17504,101,16089,94

2026-07-22,18096,-21,17926,-21,17614,-20,17391,-13,17485,-19,16068,-21

2026-07-23,18104,8,17945,19,17629,15,17400,9,17495,10,16082,14

2026-07-24,18116,12,17959,14,17641,12,17410,10,17503,8,16085,3

2026-07-27,18123,7,17973,14,17653,12,17418,8,17510,7,16093,8

2026-07-28,18067,-56,17922,-51,17599,-54,17370,-48,17457,-53,16036,-57

2026-07-29,18025,-42,17883,-39,17552,-47,17332,-38,17409,-48,15985,-51

2026-07-30,18026,1,17877,-6,17548,-4,17330,-2,17406,-3,15989,4

2026-07-31,17909,-117,17739,-138,17421,-127,17219,-111,17306,-100,15866,-123

